ID	e4	e6	e10	e14	eN	mN	latN	adult
CD08863	1035	1275	1208	491	584	435	501	617
CD08864	3484	5121	3410	3159	2394	1584	2885	8138
CD08865	2118	2464	127	1063	2177	5027	4266	7326
CD08866	440	415	423	349	252	373	257	419
CD08867	370	282	113	559	1911	2399	3648	1073
CD08868	60	86	141	359	65	70	42	111
CD08869	509	400	419	402	548	687	744	288
CD08870	500	299	233	282	409	792	387	256
CD08871	336	976	2825	1160	320	151	176	759
CD08872	12	0	0	1	0	0	0	0
CD08873	2512	466	789	595	107	97	74	626
CD08874	326	114	27	16	0	0	0	0
CD08875	2102	2609	2594	1813	972	640	795	2236
CD08876	380	1862	159	113	0	4	0	0
CD08877	417	72	15	5	3	0	2	4
CD08878	864	1131	1646	648	812	586	619	496
CD08879	1343	403	903	1122	744	477	707	5779
CD08880	0	0	0	22	3	8	0	0
CD08881	622	420	16	10	3	23	12	1
CD08882	425	255	292	221	314	349	366	189
CD08883	161	55	482	654	275	233	121	374
CD08884	774	43	3	19	0	0	2	0
CD08885	29	75	36	11	0	4	2	23
CD08886	267	167	240	243	364	528	438	186
CD08887	37	79	76	39	41	39	39	54
CD08888	80	25	24	35	44	23	23	201
CD08889	2	3	2	1711	145	252	76	1
CD08890	1	0	46	58	3	4	2	52
CD08891	6	0	27	33	3	0	0	57
CD08892	826	857	898	451	690	551	598	383
CD08893	340	629	60	51	400	466	642	983
CD08894	377	13	0	7	0	0	0	0
CD08895	661	828	677	503	344	283	424	310
CD08896	0	0	0	7	3	0	5	8
CD08897	248	129	130	116	181	256	243	58
CD08898	1387	1468	1456	1651	2770	1983	2183	1859
CD08899	16	16	309	362	41	19	30	181
CD08900	344	225	111	1393	726	730	637	263
CD08901	73	136	97	67	101	182	185	174
CD08903	113	164	215	809	198	279	206	276
CD08904	2	0	0	1	0	4	2	5
CD08905	116	427	0	1	0	4	0	1
CD08906	873	497	691	553	421	225	433	555
CD08907	13	11	115	209	196	140	134	130
CD08908	1217	1757	604	469	545	885	563	525
CD08909	89	15	110	151	47	39	32	83
CD08910	409	17	16	25	27	27	12	1
CD08911	594	4713	1655	1757	3267	3555	1974	363
CD08912	235	260	173	245	483	656	640	324
CD08913	144	30	266	1902	388	578	199	1187
CD08914	154	238	526	987	2035	2193	3430	998
CD08915	434	251	369	345	355	353	396	348
CD08916	34	3	253	760	456	675	197	109
CD08917	185	192	227	179	193	124	209	266
CD08918	12	7	98	156	107	66	65	95
CD08919	1	1	24	13	6	4	2	2
CD08920	11	36	110	40	0	0	0	30
CD08921	133	467	1958	1553	207	241	211	533
CD08922	1571	97	15	60	3	4	2	11
CD08923	125	89	844	616	231	113	167	204
CD08924	15	3	6	11	3	0	0	21
CD08925	1752	2154	1202	1031	1031	827	1098	1946
CD08926	269	415	461	478	640	1161	760	422
CD08927	1249	298	104	155	391	1176	1108	962
CD08928	298	251	159	154	281	342	306	109
CD08929	2	3	55	52	9	12	5	6
CD08930	11	3	21	198	281	276	121	21
CD08931	4	11	1	41	33	4	5	12
CD08932	1760	2624	600	1117	785	1304	913	934
CD08933	0	0	1	0	3	4	5	0
CD08934	119	524	201	130	169	299	188	61
CD08935	11	2	0	10	0	0	0	0
CD08936	302	11	0	4	0	0	0	0
CD08937	365	295	342	324	498	648	755	314
CD08938	61	8	8	35	33	23	30	292
CD08939	361	318	458	266	166	101	111	205
CD08940	1868	1334	1237	1246	1164	912	1193	1958
CD08941	688	800	442	356	370	349	426	563
CD08942	1344	1445	1031	1466	4698	5752	5719	1126
CD08943	10455	995	1021	5361	5077	6241	6910	15008
CD08944	217	173	19	92	204	419	593	1249
CD08945	2112	2235	1699	1568	2574	3435	4440	3289
CD08946	514	1276	344	365	110	58	70	317
CD08947	525	336	430	404	234	190	368	790
CD08948	747	786	1354	679	821	652	749	828
CD08949	64	32	198	80	3	4	2	5
CD08950	286	223	239	155	118	109	151	211
CD08951	54	78	280	289	228	124	209	2646
CD08952	437	402	281	290	438	415	600	237
CD08953	840	762	813	550	850	893	978	586
CD08954	526	465	258	228	344	613	406	116
CD08955	2773	3227	1490	1523	1961	1545	1571	4632
CD08956	887	446	634	448	850	904	1087	752
CD08957	30442	43628	15433	24544	483	621	718	90
CD08958	7	1	37	144	204	74	72	194
CD08959	47	0	0	0	0	0	0	0
CD08960	16	4	5	24	121	116	42	9
CD08961	1719	1227	1303	850	735	477	603	804
CD08962	297	337	700	391	71	39	63	380
CD08964	732	566	352	710	2222	2003	2375	2365
CD08965	17	14	353	360	56	16	35	370
CD08966	755	941	138	92	133	113	218	239
CD08967	2	2	2	15	0	0	0	71
CD08968	812	249	940	2488	36	62	32	6241
CD08969	823	882	1479	2217	7684	13546	6609	8204
CD08970	4	2	5	58	175	144	53	4
CD08971	5	1	220	311	47	27	19	229
CD08972	9	3	10	131	142	74	39	3
CD08973	207	280	360	240	358	423	327	138
CD08974	129	227	145	104	89	78	86	236
CD08975	61	108	17	196	47	58	183	195
CD08976	3	18	5	92	6	4	7	11
CD08977	1503	2785	2177	1492	1694	1017	1231	1340
CD08978	14	6	13	79	290	330	338	599
CD08980	3977	6044	6329	2577	1499	1106	1323	1982
CD08981	12	9	87	307	80	221	30	112
CD08982	181	438	454	217	12	4	7	193
CD08983	6	3	31	3260	1259	1300	58	1
CD08984	1020	1016	862	1303	9	8	14	4215
CD08985	690	823	1030	555	157	167	165	1398
CD08986	784	1304	6	28	0	8	2	6
CD08987	420	580	673	562	427	516	336	326
CD08988	1441	3496	926	1481	3747	5104	3606	1189
CD08989	82	407	8	2	3	8	5	6
CD08990	4441	12347	4013	3759	3590	3066	4591	3834
CD08991	1167	888	828	533	729	710	762	507
CD08992	3	4	8	7	15	8	28	23
CD08993	165	109	149	186	512	458	605	191
CD08994	179	86	48	263	986	1712	2257	732
CD08995	767	673	396	306	655	714	742	182
CD08996	306	528	156	152	107	85	70	117
CD08997	2893	4222	646	1413	2222	1813	7684	2973
CD08998	678	495	442	512	729	3039	932	716
CD08999	112	13	15	61	264	213	204	252
CD09000	5	19	1	1	0	0	0	0
CD09001	15	38	4	4	0	0	0	0
CD09003	3787	4120	3404	4558	1896	1817	1752	5109
CD09005	410	564	702	444	524	640	528	476
CD09007	319	290	332	363	201	144	389	1838
CD09008	4	6	142	55	9	4	2	5
CD09009	630	938	634	488	678	811	702	561
CD09010	0	0	1	230	3	4	0	1
CD09011	0	0	0	0	6	4	2	0
CD09012	2	1	0	257	30	97	49	8
CD09013	290	409	446	869	1093	474	598	1709
CD09014	22	10	10	42	39	31	260	64
CD09015	9	22	8	59	15	23	12	8
CD09016	368	389	388	291	350	877	408	118
CD09017	27	3	62	82	130	66	65	140
CD09018	130	242	448	198	264	229	202	182
CD09019	4	2	44	80	21	12	7	15
CD09020	1	5	2	14	3	8	5	1
CD09021	357	407	386	317	453	994	563	336
CD09023	620	757	856	350	3472	4607	4820	1504
CD09024	240	66	82	171	3	4	2	9
CD09025	1356	2272	1363	1251	507	384	575	696
CD09026	36	6	7	13	0	0	0	1
CD09027	0	0	0	4	47	85	58	35
CD09028	1004	2233	442	380	193	392	262	210
CD09029	51	8	7	67	0	8	2	38
CD09030	0	0	2	0	0	0	0	8
CD09032	2	0	8	2	24	12	35	65
CD09033	10	41	93	55	68	43	67	78
CD09035	14	32	39	26	39	19	49	62
CD09036	0	1	4	2	6	4	5	25
CD09037	9	31	56	15	6	4	5	29
CD09040	8	39	39	20	71	50	93	32
CD09041	0	0	3	2	3	0	0	8
CD09042	22	5	10	9	3	4	2	35
CD09043	0	1	4	1	6	0	0	21
CD09044	622	655	677	451	246	221	241	401
CD09045	10	5	1	2	0	0	0	0
CD09046	718	795	1118	414	483	404	364	196
CD09047	592	580	563	372	486	543	480	686
CD09049	501	374	368	517	702	683	913	603
CD09050	21	105	289	82	33	12	21	141
CD09051	286	230	234	197	210	225	185	182
CD09052	23	18	4	7	0	0	0	0
CD09053	77	115	120	89	86	78	88	58
CD09054	122	191	6	11	0	0	0	0
CD09055	1640	5799	2280	2142	904	877	1291	1299
CD09056	78	173	170	216	56	113	109	236
CD09057	10	5	195	59	12	8	5	9
CD09058	517	713	704	826	637	485	693	1351
CD09059	48	126	14	37	3	4	5	130
CD09060	11	3	9	66	350	439	153	48
CD09062	12	30	0	0	0	0	0	0
CD09064	72	111	1	1	0	0	0	0
CD09065	56	158	0	0	0	0	0	0
CD09066	28	76	1	0	0	0	0	1
CD09067	5	3	1	4	9	4	2	15
CD09068	29	24	9	4	0	4	0	41
CD09069	38	140	68	33	68	47	72	45
CD09070	15	30	7	80	71	116	144	18
CD09071	13	20	11	15	50	23	60	9
CD09072	0	691	37	5	0	0	0	0
CD09073	19	33	30	32	47	35	49	33
CD09074	31	64	68	47	24	16	21	73
CD09075	4	1	1	25	139	89	95	20
CD09076	11	29	8	32	0	0	0	1
CD09077	666	982	110	1156	616	528	918	4950
CD09078	40	18	558	955	1662	1778	1597	829
CD09079	37	940	729	3362	1908	307	39	2
CD09080	770	987	293	266	373	314	394	424
CD09083	11981	93503	20900	12061	6342	5892	6236	14995
CD09084	23	3	17	9	0	0	0	1
CD09085	217	144	53	337	1546	1793	1221	4128
CD09088	12	4	56	35	3	0	2	2
CD09090	1	3	14	13	6	4	23	40
CD09091	4	178	296	5	18	4	19	57
CD09092	871	25	0	6	302	384	621	72
CD09093	49	11	5	8	33	35	30	3
CD09094	111	76	8	19	24	43	51	53
CD09095	5	7	4	2	6	8	19	45
CD09096	15	7	7	27	0	0	0	40
CD09097	11	41	4	0	3	0	5	21
CD09098	3	3	2	8	9	12	19	23
CD09099	9	6	1831	1243	41	1095	19	15
CD09100	3	2361	882	587	0	0	0	1
CD09101	97	0	3	18	3	0	0	69
CD09102	576	348	170	103	113	136	185	124
CD09103	63	33	75	56	74	39	56	54
CD09104	72	6	2	4	3	4	5	5
CD09105	1	161	1116	1393	0	0	0	1
CD09106	6	13	6	6	33	58	65	68
CD09107	9	8	26	147	33	182	37	1
CD09108	416	75	9	15	6	4	5	3
CD09110	3402	516	674	592	791	769	1087	518
CD09112	174	28	4	6	3	4	2	1
CD09113	317	27	1	8	3	0	2	2
CD09114	534	3	2	7	0	0	0	35
CD09115	17	3789	731	445	0	0	0	0
CD09116	69	91	80	161	47	27	35	146
CD09117	1	2	0	5	12	23	9	1
CD09118	13	9492	1882	1028	0	4	0	1
CD09119	39	15	4	8	21	31	12	18
CD09120	77	48	33	89	157	237	111	73
CD09121	240	5244	1238	241	3	8	2	2
CD09122	25	24	7	12	12	8	23	91
CD09123	510	553	1	1	0	0	0	1
CD09124	0	1	3	8	12	16	14	3
CD09125	883	1141	1	8	3	4	2	1
CD09126	892	1052	1389	717	2154	1960	2095	1563
CD09127	267	221	289	260	249	256	264	133
CD09128	253	237	326	230	281	474	243	160
CD09129	213	311	197	188	412	439	431	181
CD09130	173	68	121	107	124	213	114	119
CD09131	10	7	386	674	329	210	287	631
CD09132	960	1929	739	1005	3851	5368	3868	742
CD09133	1617	378	1283	2710	10238	17494	14989	7756
CD09134	758	739	719	674	1686	1549	2746	1381
CD09135	17	5	100	410	95	66	90	614
CD09136	2	0	7	33	3	0	2	44
CD09137	1888	1482	1261	1082	806	629	901	1246
CD09138	3	3	165	114	142	198	144	15
CD09139	190	249	380	360	281	353	158	254
CD09140	844	795	605	412	616	819	830	323
CD09141	1923	1171	1066	583	382	272	341	961
CD09142	23	33	1085	364	133	109	283	689
CD09143	102	131	181	272	687	598	658	465
CD09145	495	423	748	525	501	318	626	852
CD09146	1832	1575	1226	858	809	687	704	345
CD09147	1553	2093	1652	1254	1766	2181	1722	593
CD09149	3	3	6	18	3	8	2	18
CD09150	558	520	390	247	39	23	32	395
CD09151	947	789	636	346	284	213	336	651
CD09152	2925	2469	2199	1279	1327	978	1205	1090
CD09153	19	41	59	162	44	19	25	23
CD09154	90	74	104	67	15	19	12	42
CD09155	1	0	0	0	3	8	0	1
CD09158	12	12	7	4	98	101	185	10
CD09161	1	1	0	0	127	132	76	1
CD09162	1	1	0	0	433	1254	700	1
CD09163	53	8	51	3123	1617	1553	693	215
CD09165	1404	1724	1541	1194	157	136	190	6003
CD09166	7	0	0	0	0	0	0	0
CD09167	111	196	203	97	130	97	111	122
CD09168	790	1096	510	390	296	210	151	375
CD09169	1207	2065	943	998	610	699	730	701
CD09170	497	103	275	1095	7513	1723	4132	3385
CD09172	1355	1370	645	478	415	384	359	227
CD09173	347	184	197	279	133	70	139	125
CD09174	9	4	4	56	21	19	39	7
CD09175	287	125	91	164	338	574	619	76
CD09176	205	54	9	87	320	505	1126	1150
CD09177	1	1	18	7	3	0	2	9
CD09178	46	335	352	113	190	147	144	199
CD09179	118	16	10	28	56	54	65	19
CD09180	56	17	16	92	12	8	5	38
CD09182	24	8	21	170	403	175	199	112
CD09183	34	82	21	32	92	128	202	275
CD09184	4668	9571	11194	6581	2109	1514	1717	5751
CD09185	49	14	6	166	12	93	9	1
CD09186	573	1534	642	623	702	803	818	493
CD09187	868	1916	1182	192	427	470	760	353
CD09188	333	379	324	325	329	466	429	101
CD09189	145	16	62	131	3	19	35	322
CD09190	685	80	30	65	0	0	0	0
CD09191	5202	261	0	107	3	12	2	0
CD09192	13	7	4	6	0	0	5	44
CD09193	928	65	22	47	0	0	0	0
CD09194	14	8	3	5	0	0	9	38
CD09195	830	317	41	27	0	0	0	1
CD09196	343	22	3	8	0	0	0	0
CD09197	7931	392	3	182	0	4	0	1
CD09198	8	1	6	21	1126	846	1098	5193
CD09199	15	1	0	0	0	0	0	0
CD09200	808	910	893	825	2189	1731	1462	1052
CD09201	378	466	493	243	317	198	216	152
CD09202	121	97	190	104	107	116	88	93
CD09203	3875	3813	3297	2359	3214	3012	3346	8013
CD09204	4840	6485	2115	3499	1220	1304	1543	1600
CD09205	441	311	173	149	326	392	278	328
CD09207	1462	1423	3221	1680	708	454	802	880
CD09208	2	3	10	9	3	4	2	2
CD09209	3	4	2	15	39	35	9	6
CD09210	416	303	472	269	444	493	589	194
CD09211	1405	2724	862	1716	6422	13003	5678	1543
CD09212	1642	1621	645	828	181	109	306	1317
CD09213	141	69	2103	1558	767	396	470	1018
CD09214	571	655	572	463	355	408	412	648
CD09215	972	1459	1607	1378	951	741	897	977
CD09216	666	667	536	730	1472	1611	1986	425
CD09217	22	84	7	20	53	132	155	62
CD09218	57	71	28	15	3	4	2	31
CD09219	596	934	952	1075	1375	1510	2243	1462
CD09220	15	24	151	104	56	50	42	46
CD09221	4533	3755	4619	1303	249	124	130	358
CD09222	1148	1304	942	726	1179	1770	1200	744
CD09223	149	145	119	98	190	361	248	102
CD09224	2951	6053	4571	4055	2106	1634	1974	5772
CD09225	3735	3951	1301	880	2651	6094	7460	8919
CD09226	581	1166	691	388	355	264	362	399
CD09227	3	1	3	2046	370	594	290	301
CD09228	1	1	1	2	6	16	9	5
CD09229	1587	946	583	504	672	637	888	649
CD09230	2575	9212	4483	4461	1363	1840	1193	1420
CD09231	6	1	50	75	39	27	79	2157
CD09232	206	183	255	139	193	120	206	189
CD09233	4700	5709	5054	3959	1437	943	1933	7583
CD09234	1118	864	802	1560	1342	3750	2475	2718
CD09235	18	35	21	23	12	16	21	47
CD09236	509	68	18	197	3	8	14	868
CD09237	2240	3532	3868	3073	3262	1611	2109	2765
CD09238	7253	5286	1306	3527	3262	3280	4906	4707
CD09239	1027	1456	769	1267	3771	5112	3699	1081
CD09240	4233	6207	6010	5416	2471	1487	2039	6589
CD09241	1455	1962	604	676	1066	873	1509	5012
CD09242	47	89	106	38	6	4	2	84
CD09243	1074	665	560	1721	2388	1871	3854	7082
CD09244	1900	2262	2629	2097	5208	5364	4901	3319
CD09245	1043	686	148	398	400	908	570	1247
CD09246	688	436	366	359	477	474	577	566
CD09247	12	2	9	176	1247	520	401	146
CD09248	79	33	372	546	936	512	607	603
CD09249	159	77	117	80	15	4	2	114
CD09250	20	34	19	15	9	8	5	4
CD09251	224	497	348	326	388	508	663	1511
CD09252	497	714	723	508	939	994	1057	882
CD09253	2651	2674	1607	1226	702	493	667	1590
CD09254	2004	2493	751	2160	1357	1207	1513	1249
CD09255	846	1199	1096	403	726	901	681	182
CD09256	817	533	793	2062	738	606	751	328
CD09257	115	84	74	61	77	116	79	65
CD09258	2	2	12	59	98	12	2	4
CD09259	2394	6390	1345	1112	1567	1227	1587	1502
CD09260	3	0	9	3	3	0	2	6
CD09261	1648	4286	1175	1322	1277	1106	1423	2525
CD09262	37	22	3	3	3	0	2	33
CD09263	919	561	694	602	785	796	1071	393
CD09264	209	150	78	197	459	671	732	423
CD09265	413	776	378	404	255	279	737	686
CD09266	1043	2291	1341	1276	1715	1432	1411	1006
CD09267	662	254	327	778	347	299	417	2003
CD09268	13	15	156	167	47	43	65	346
CD09269	299	617	459	272	391	644	396	243
CD09270	17	8	7	50	33	47	7	15
CD09271	84	71	164	158	329	353	626	333
CD09272	3450	14085	6566	4730	2423	2232	3988	3378
CD09273	1	5	9	21	0	0	0	16
CD09274	865	429	399	268	240	167	195	227
CD09275	2018	592	668	1623	456	245	285	1478
CD09276	1311	1871	3603	1178	98	70	81	1763
CD09277	2	3	17	329	15	23	25	9
CD09278	183	92	126	113	193	283	246	88
CD09279	19	20	661	425	36	8	7	593
CD09280	607	195	191	612	714	462	392	460
CD09281	861	1070	746	1197	3869	6109	3766	1309
CD09282	2751	5601	1131	1625	1303	1545	1462	1317
CD09283	715	626	433	386	595	388	443	424
CD09284	167	164	128	133	240	276	317	143
CD09285	916	1205	940	931	1013	734	827	1844
CD09286	370	113	136	145	237	279	304	174
CD09287	175	773	447	518	2334	819	867	2893
CD09288	41	36	99	905	3401	2348	2739	382
CD09289	120	276	181	178	314	396	412	234
CD09290	569	744	754	290	507	594	514	229
CD09291	1252	1012	744	434	773	831	799	298
CD09292	1820	2746	3466	2002	1751	1025	1163	2654
CD09293	974	675	613	430	474	462	619	670
CD09294	2968	2355	1489	2889	1090	920	1277	1022
CD09295	7580	10479	4772	3131	527	299	531	6466
CD09296	23	57	28	41	95	128	199	102
CD09297	3752	3026	1665	1964	672	800	744	1523
CD09298	8369	847	852	1279	853	959	941	3434
CD09299	3679	1996	1337	1041	504	361	431	814
CD09300	462	660	1161	692	646	411	329	146
CD09301	683	559	345	324	397	295	408	327
CD09302	719	858	363	343	415	695	670	554
CD09303	4429	6742	2354	1979	1262	838	1207	4154
CD09304	602	874	574	571	643	532	832	1098
CD09305	266	141	258	337	252	202	239	383
CD09306	251	231	298	247	400	668	596	455
CD09307	289	373	261	228	261	392	276	258
CD09308	17	1	331	1224	587	268	450	1025
CD09309	35	11	10	13	6	4	5	3
CD09310	190	37	255	681	219	136	248	2858
CD09311	1167	673	550	465	495	508	463	208
CD09312	1320	1086	567	431	569	838	591	184
CD09313	2649	2480	4441	7794	2062	1603	1951	4078
CD09314	615	363	474	301	518	598	540	351
CD09315	296	1041	189	278	0	0	0	1
CD09316	2135	1589	1254	1078	1606	1293	1511	1625
CD09317	7	3	31	34	12	8	7	59
CD09318	1	0	5	20	201	260	531	562
CD09319	3512	175	54	115	56	39	459	711
CD09320	6	0	2	1	0	0	0	1
CD09321	39	1	0	0	0	0	0	0
CD09322	352	271	374	111	77	31	30	16
CD09323	16	11	17	149	41	93	39	16
CD09324	418	392	254	296	566	1064	1182	806
CD09326	1581	2266	2302	932	1751	1537	1437	399
CD09327	31	16	13	5	3	4	5	4
CD09328	689	524	633	402	486	408	429	390
CD09329	3589	5744	3954	6400	3975	6579	8778	2389
CD09330	67	47	103	286	6	16	12	1057
CD09331	895	1091	936	1251	2373	2278	2565	1500
CD09332	10	5	111	172	9	35	7	59
CD09333	206	322	304	310	219	493	287	351
CD09334	3	1	9	90	18	16	9	6
CD09335	9922	9339	3741	4185	2281	1906	2656	7208
CD09336	56	25	17	273	15	16	9	22
CD09338	1285	2953	979	985	672	571	908	920
CD09339	3268	2761	1340	1668	1028	1153	1173	3380
CD09340	4004	2446	3640	1930	865	571	758	1335
CD09341	618	1712	306	436	501	361	473	1293
CD09342	65	0	51	108	15	8	46	288
CD09343	9	17	7	2	3	0	0	13
CD09344	114	117	23	25	18	8	9	8
CD09345	1902	2463	2445	1487	2826	4002	3217	782
CD09346	557	556	676	450	681	652	846	574
CD09347	100	6	253	813	548	345	640	1266
CD09348	4	1	7	77	6	0	2	11
CD09349	952	525	309	195	299	206	144	7
CD09350	2584	5949	3040	4033	841	578	795	3640
CD09351	2760	2065	749	693	747	640	885	653
CD09352	504	806	867	551	972	1308	1235	547
CD09353	3210	4865	3250	3472	4829	14389	4952	599
CD09355	2066	2928	2473	1382	1274	1176	1910	1189
CD09356	739	559	372	302	456	466	769	456
CD09357	917	876	607	281	255	248	269	143
CD09358	419	736	726	557	832	932	918	492
CD09359	474	534	190	154	41	23	53	186
CD09360	519	969	1007	441	71	89	53	529
CD09361	382	460	416	262	675	769	1108	341
CD09362	27	0	62	112	6	8	19	325
CD09363	4	8	8	24	6	0	5	23
CD09364	1393	912	2129	1759	1324	955	1576	4155
CD09365	1161	1631	716	606	557	567	558	739
CD09366	1709	2258	2185	1552	2038	1782	1784	1890
CD09367	639	454	550	416	124	47	39	143
CD09368	2106	2557	1503	1085	1982	2189	4157	776
CD09369	76	104	143	83	27	4	9	79
CD09370	794	762	476	476	575	609	519	250
CD09371	1837	3449	2196	1625	1680	1980	1550	3842
CD09372	91	66	64	34	9	4	0	20
CD09374	27362	42495	33937	32884	50532	72983	49381	9033
CD09375	2422	3794	1931	2140	2465	2962	2239	650
CD09376	473	1190	552	762	815	1483	531	1786
CD09377	420	502	227	188	246	326	262	208
CD09378	481	531	1031	718	933	706	1003	572
CD09379	37	36	89	233	172	353	37	39
CD09380	779	1537	1295	738	678	501	758	1233
CD09381	295	242	170	150	403	454	538	117
CD09382	6	3	8	5	3	4	0	3
CD09383	106	169	134	117	213	233	213	205
CD09384	30	25	10	11	9	12	7	1
CD09385	1335	1948	758	994	1706	1525	1659	1386
CD09386	4132	6764	4506	4526	6576	15611	6871	933
CD09387	2054	655	548	1382	2331	3668	3258	3724
CD09388	2201	4764	673	1224	332	943	408	884
CD09389	435	429	627	466	874	1219	681	381
CD09390	1303	1507	616	717	1043	1983	1465	1604
CD09391	333	81	88	70	12	4	28	57
CD09392	192	611	171	297	193	116	160	956
CD09393	780	1304	463	352	788	1048	1061	862
CD09394	1152	4253	2489	808	98	85	195	3775
CD09395	16	20	135	238	557	718	619	341
CD09396	76	5	8	20	27	16	12	114
CD09397	420	18	27	109	133	97	137	117
CD09398	23	1	0	1	0	0	0	0
CD09399	114	192	1	0	0	0	0	0
CD09400	666	17	2	17	3	0	0	1
CD09401	41	1	0	2	0	4	0	0
CD09402	1715	93	6	3	3	8	2	0
CD09403	929	11	2	4	0	0	0	0
CD09404	12	3	16	22	41	54	12	4
CD09405	13	3	0	1	0	0	0	0
CD09406	364	18	7	10	9	8	2	1
CD09407	673	322	1	1	0	0	0	0
CD09408	275	409	299	168	258	361	473	309
CD09409	449	466	368	413	749	850	1159	340
CD09410	270	559	336	189	50	39	58	234
CD09411	508	371	473	315	412	287	285	290
CD09412	655	977	637	491	637	524	945	478
CD09413	6	11	1	0	0	0	0	1
CD09414	1	0	39	13	0	0	0	30
CD09415	3032	4793	3049	3179	2805	3249	3812	4732
CD09416	8	187	89	59	44	62	37	103
CD09417	523	411	682	413	741	792	841	480
CD09418	1326	1299	1173	702	951	893	1066	2178
CD09419	771	349	402	383	130	101	165	381
CD09420	13	38	49	30	47	58	23	13
CD09421	349	224	138	172	59	74	65	992
CD09422	375	830	1455	581	139	82	83	592
CD09423	2	2	74	24	3	0	0	12
CD09424	39	35	3	5	9	4	5	4
CD09425	30	28	150	451	213	97	139	1190
CD09426	455	291	365	456	824	1114	915	276
CD09427	230	300	292	198	341	400	313	97
CD09428	290	400	231	208	332	396	468	107
CD09429	159	89	81	37	36	35	30	4
CD09430	237	406	315	305	281	186	424	248
CD09431	1281	1838	1546	1765	2497	2309	3483	1103
CD09433	30	16	61	736	95	58	37	1954
CD09434	150	134	192	76	95	89	102	92
CD09435	2722	4094	3893	3737	6967	8489	8695	1448
CD09436	775	1386	740	1040	975	1161	1777	1320
CD09437	32	7	4	54	33	8	12	17
CD09438	4	8	1	0	3	4	2	0
CD09439	544	954	1098	718	1037	1040	1041	331
CD09440	52	3	62	211	3	4	0	196
CD09441	370	2132	109	107	3	4	2	0
CD09442	213	204	386	213	196	245	213	304
CD09443	262	160	243	100	80	85	74	95
CD09444	1092	101	5	22	0	0	0	1
CD09445	882	3228	411	323	0	0	0	0
CD09446	63	20	6	7	21	4	28	1
CD09447	521	85	23	385	800	1584	1414	1444
CD09448	27	16	6	103	0	4	0	5
CD09449	120	7	0	2	0	0	0	0
CD09450	199	347	171	254	344	633	401	198
CD09451	274	146	6	2	0	0	0	0
CD09452	674	377	38	16	0	0	0	0
CD09453	141	32	2	4	9	4	14	0
CD09454	352	281	40	23	6	8	7	30
CD09455	87	80	45	51	15	19	14	32
CD09456	143	88	105	54	65	43	42	68
CD09457	22	0	1	0	0	0	0	0
CD09458	10042	39528	4569	5015	0	4	0	0
CD09459	2586	5038	3418	2676	101	47	88	3015
CD09460	11	1	1	42	47	147	93	1
CD09461	269	59	1	8	0	0	0	0
CD09462	1719	166	2	7	0	0	0	0
CD09463	379	280	184	181	157	101	107	18
CD09464	431	512	673	415	201	136	204	602
CD09465	469	19	2	12	0	0	0	0
CD09466	37	49	28	8	0	0	2	0
CD09467	473	369	284	1112	441	272	352	2845
CD09468	184	162	170	108	166	120	137	141
CD09469	1227	2181	598	1175	687	621	976	1215
CD09470	66	62	1	10	293	400	269	0
CD09471	4749	537	4	88	0	0	0	0
CD09472	3384	6473	5122	2525	1226	1599	1339	2892
CD09473	412	384	420	321	284	248	304	405
CD09474	14	8	5	7	3	4	0	0
CD09475	139	262	166	94	139	116	86	126
CD09476	519	44	27	39	0	0	0	1
CD09477	548	433	403	600	995	1048	983	494
CD09478	118	82	86	108	50	31	46	102
CD09479	7	1	1	5	9	4	0	3
CD09480	350	303	390	267	353	338	338	218
CD09481	3820	6833	4760	5026	9109	22516	9624	879
CD09482	101	4	0	2	0	0	0	0
CD09483	117	14	0	2	0	0	0	0
CD09484	1298	266	3	22	0	0	2	3
CD09485	562	47	0	14	0	0	0	1
CD09486	1642	105	1	32	0	0	2	0
CD09488	44	3	802	1052	95	31	76	1799
CD09489	905	88	1	20	0	0	0	0
CD09490	11	1	14	70	231	334	160	31
CD09491	1148	70	0	26	0	0	0	0
CD09492	1241	70	1	30	0	0	0	0
CD09493	77	164	19	12	12	4	100	12
CD09494	78	142	14	16	15	12	111	9
CD09495	134	255	87	109	296	602	542	428
CD09496	0	0	0	0	6	4	2	0
CD09500	150	7	2	1	0	0	0	1
CD09501	779	535	1943	593	27	4	5	107
CD09502	4888	12232	2020	3858	0	0	0	1
CD09503	1050	2469	972	548	379	225	294	821
CD09504	13	1	5	10	118	186	165	595
CD09505	3	6	0	8	0	0	0	1
CD09506	3264	10866	4075	3166	1496	1452	1815	1458
CD09507	3	11	7	2	0	0	0	0
CD09508	4	1	9	212	12	12	58	28
CD09509	917	2807	304	119	625	1048	7844	4140
CD09510	32	1	8	382	9	4	5	8
CD09511	15	3	17	25	44	47	14	14
CD09512	0	0	573	423	489	1289	846	6
CD09513	43	27	3	21	15	4	2	35
CD09514	633	2076	226	66	95	74	714	2731
CD09515	12	12	14	10	3	0	0	193
CD09516	619	804	653	517	752	745	837	440
CD09517	2698	980	41	116	12	19	12	631
CD09518	4	13	34	8	0	0	0	0
CD09519	503	94	25	38	12	8	14	30
CD09520	841	239	931	379	213	124	86	214
CD09522	346	63	15	12	0	4	5	3
CD09523	137	196	187	106	201	206	76	25
